Shift_ID,Employee_ID,Shift_Location,Shift_Job_Type,Day,Start_Date,Start_Time,End_Date,End_Time,Length,Shift_Type,Shift_Start,Shift_End
A050023,9001141,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T08:00:01Z,2019-04-01T00:00:00Z,1899-12-31T17:00:00Z,8,Scheduled,2019-04-01T13:00:01Z,2019-04-01T22:00:00Z
A050024,9002842,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T08:00:01Z,2019-04-01T00:00:00Z,1899-12-31T17:00:00Z,8,Scheduled,2019-04-01T13:00:01Z,2019-04-01T22:00:00Z
A050025,9002349,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
A050026,9003239,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
A050027,9001618,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
A050028,9001747,Alpha,Correctional Supervisor,Mon,2019-04-01T00:00:00Z,1899-12-31T13:00:01Z,2019-04-01T00:00:00Z,1899-12-31T21:00:00Z,8,Scheduled,2019-04-01T18:00:01Z,2019-04-02T02:00:00Z
A050029,9002613,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
A050030,9002672,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
A050031,9003505,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
A050032,9002370,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
A050035,9002061,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
A050036,9002614,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
A050037,9003950,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
A050038,9002941,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
A050039,9002249,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
A050040,9003110,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
A050041,9002546,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
A050042,9002347,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
A050043,9001194,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
A050044,9002158,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
A050045,9002400,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Time Off,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
A050046,9001665,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Time Off,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
A050047,9002718,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T08:30:00Z,2019-04-01T00:00:00Z,1899-12-31T17:30:01Z,9,Scheduled,2019-04-01T13:30:00Z,2019-04-01T22:30:01Z
A050048,9002867,Alpha,Correctional Supervisor,Mon,2019-04-01T00:00:00Z,1899-12-31T13:00:01Z,2019-04-01T00:00:00Z,1899-12-31T21:00:00Z,8,Scheduled,2019-04-01T18:00:01Z,2019-04-02T02:00:00Z
A050049,9003961,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
A050050,9003852,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
A050051,9002803,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
A050052,9003597,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
A050053,9002963,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
A050054,9003425,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
A050055,9003915,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
A050057,9003957,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
A050058,9002198,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Time Off,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
A050059,9001031,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Time Off,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
A050060,9002745,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Time Off,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
A050061,9004027,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
A050064,9001191,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
A050065,9003997,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
A050066,9003343,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
A050067,9002195,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
A050068,9003238,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
A050069,9002984,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
A050070,9003732,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
A050071,9003872,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
A050072,9003886,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
A050073,9002763,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Time Off,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
A050074,9003914,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Time Off,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
A050075,9002419,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Time Off,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
A050076,9001926,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
A050077,9001401,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
A050078,9002938,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
A050079,9001106,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
A050080,9001962,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
A050081,9001928,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,7,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
A050082,9002602,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
A050083,9003917,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
A050084,9002805,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
A050085,9003959,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
A050086,9003109,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
A050087,9003962,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
A050088,9003810,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
A050090,9003534,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
A050091,9002410,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
A050092,9001996,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
A050093,9003573,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
A050094,9003811,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
A050095,9003541,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T10:00:00Z,12,Scheduled,2019-04-02T03:00:01Z,2019-04-02T15:00:00Z
A050096,9001630,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T07:00:00Z,2019-04-01T00:00:00Z,1899-12-31T16:00:01Z,8,Scheduled,2019-04-01T12:00:00Z,2019-04-01T21:00:01Z
A050097,9001827,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T07:00:00Z,2019-04-01T00:00:00Z,1899-12-31T16:00:01Z,8,Scheduled,2019-04-01T12:00:00Z,2019-04-01T21:00:01Z
A050098,9001759,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T15:00:00Z,9,Scheduled,2019-04-01T11:00:00Z,2019-04-01T20:00:00Z
A050099,9002262,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T07:30:00Z,2019-04-01T00:00:00Z,1899-12-31T16:30:00Z,8,Scheduled,2019-04-01T12:30:00Z,2019-04-01T21:30:00Z
A050100,9002275,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T01:00:00Z,2019-04-01T00:00:00Z,1899-12-31T13:00:01Z,12,Scheduled,2019-04-01T06:00:00Z,2019-04-01T18:00:01Z
A050101,9003251,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T05:00:00Z,2019-04-01T00:00:00Z,1899-12-31T13:00:01Z,8,Scheduled,2019-04-01T10:00:00Z,2019-04-01T18:00:01Z
A050102,9001182,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T05:00:00Z,2019-04-01T00:00:00Z,1899-12-31T13:00:01Z,8,Scheduled,2019-04-01T10:00:00Z,2019-04-01T18:00:01Z
A050103,9002507,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T05:00:00Z,2019-04-01T00:00:00Z,1899-12-31T13:00:01Z,8,Scheduled,2019-04-01T10:00:00Z,2019-04-01T18:00:01Z
A050104,9001624,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T05:00:00Z,2019-04-01T00:00:00Z,1899-12-31T13:00:01Z,8,Time Off,2019-04-01T10:00:00Z,2019-04-01T18:00:01Z
A050105,9002261,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T05:00:00Z,2019-04-01T00:00:00Z,1899-12-31T13:00:01Z,8,Scheduled,2019-04-01T10:00:00Z,2019-04-01T18:00:01Z
A050106,9002746,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T05:00:00Z,2019-04-01T00:00:00Z,1899-12-31T17:00:00Z,12,Scheduled,2019-04-01T10:00:00Z,2019-04-01T22:00:00Z
A050107,9001388,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T05:00:00Z,2019-04-01T00:00:00Z,1899-12-31T17:00:00Z,12,Scheduled,2019-04-01T10:00:00Z,2019-04-01T22:00:00Z
A050108,9001842,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T05:00:00Z,2019-04-01T00:00:00Z,1899-12-31T17:00:00Z,12,Scheduled,2019-04-01T10:00:00Z,2019-04-01T22:00:00Z
A050109,9001680,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T05:00:00Z,2019-04-01T00:00:00Z,1899-12-31T17:00:00Z,12,Scheduled,2019-04-01T10:00:00Z,2019-04-01T22:00:00Z
A050110,9002657,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T05:00:00Z,2019-04-01T00:00:00Z,1899-12-31T17:00:00Z,12,Scheduled,2019-04-01T10:00:00Z,2019-04-01T22:00:00Z
A050111,9001137,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T09:00:00Z,2019-04-01T00:00:00Z,1899-12-31T21:00:00Z,12,Scheduled,2019-04-01T14:00:00Z,2019-04-02T02:00:00Z
A050112,9002321,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T13:00:01Z,2019-04-01T00:00:00Z,1899-12-31T21:00:00Z,8,Scheduled,2019-04-01T18:00:01Z,2019-04-02T02:00:00Z
A050113,9002961,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T13:00:01Z,2019-04-01T00:00:00Z,1899-12-31T21:00:00Z,8,Scheduled,2019-04-01T18:00:01Z,2019-04-02T02:00:00Z
A050114,9003012,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T13:00:01Z,2019-04-01T00:00:00Z,1899-12-31T21:00:00Z,8,Scheduled,2019-04-01T18:00:01Z,2019-04-02T02:00:00Z
A050117,9002295,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T13:00:01Z,2019-04-02T00:00:00Z,1899-12-31T01:00:00Z,12,Scheduled,2019-04-01T18:00:01Z,2019-04-02T06:00:00Z
A050118,9002612,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T17:00:00Z,2019-04-02T00:00:00Z,1899-12-31T05:00:00Z,12,Scheduled,2019-04-01T22:00:00Z,2019-04-02T10:00:00Z
A050119,9003535,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T17:00:00Z,2019-04-02T00:00:00Z,1899-12-31T05:00:00Z,12,Scheduled,2019-04-01T22:00:00Z,2019-04-02T10:00:00Z
A050120,9001190,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T17:00:00Z,2019-04-02T00:00:00Z,1899-12-31T05:00:00Z,12,Scheduled,2019-04-01T22:00:00Z,2019-04-02T10:00:00Z
A050121,9002707,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T17:00:00Z,2019-04-02T00:00:00Z,1899-12-31T05:00:00Z,12,Scheduled,2019-04-01T22:00:00Z,2019-04-02T10:00:00Z
A050122,9003640,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T17:00:00Z,2019-04-02T00:00:00Z,1899-12-31T05:00:00Z,12,Scheduled,2019-04-01T22:00:00Z,2019-04-02T10:00:00Z
A050123,9001932,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T21:00:00Z,2019-04-02T00:00:00Z,1899-12-31T05:00:00Z,8,Time Off,2019-04-02T02:00:00Z,2019-04-02T10:00:00Z
A050126,9002686,Alpha,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T21:00:00Z,2019-04-02T00:00:00Z,1899-12-31T09:00:00Z,12,Scheduled,2019-04-02T02:00:00Z,2019-04-02T14:00:00Z
B050127,9002802,Beta,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
B050128,9003735,Beta,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
B050129,9002445,Beta,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
B050130,9001536,Beta,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
B050131,9004018,Beta,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
B050132,9003162,Beta,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
B050133,9003569,Beta,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
B050134,9002447,Beta,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
B050135,9003187,Beta,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
B050136,9002902,Beta,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
B050137,9003799,Beta,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
B050138,9003691,Beta,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
B050140,9001808,Beta,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
B050141,9003233,Beta,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
B050145,9003582,Beta,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
B050146,9002148,Beta,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
B050148,9001370,Beta,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-02T03:00:01Z,2019-04-02T11:00:00Z
B050150,9003751,Beta,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
B050151,9003822,Beta,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T06:00:00Z,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-01T11:00:00Z,2019-04-01T19:00:00Z
B050152,9003163,Beta,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
B050153,9003965,Beta,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
B050154,9001470,Beta,Correctional,Mon,2019-04-01T00:00:00Z,1899-12-31T14:00:00Z,2019-04-01T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-01T19:00:00Z,2019-04-02T03:00:01Z
