Employee_ID,HR_Location,Hours_Footage_Total,Hours_Footage_No_Shift,Hours_Shift_Total,Hours_Shift_No_Footage,Missing_Shift_Data,Missing_Camera_Data,Zero_Footage_Shifts,Average_Percent_of_Other_Shifts_Recorded,Clips,Days_With_Footage,Footage_Hours,Gaps,Average_Clips_per_Day,Average_Footage_Hours_per_Day,Average_Clip_Length,Average_Gaps_per_Day
9003673,Beta,130.89916666666667,0,71.9975,84,FALSE,FALSE,0,0.9123349190365406,66,15,130.89916666666667,12,4.4,8.726611111111112,1.983320707070707,0.8
9003681,Gamma,86.45194444444445,45,119.99583333333334,47,FALSE,FALSE,4,0.6842314600570095,109,15,86.45194444444445,8,7.266666666666667,5.763462962962963,0.7931371049949032,0.5333333333333333
9003684,Gamma,63.659444444444446,56,119.99583333333334,16,FALSE,FALSE,7,0.9320766346053683,44,8,63.659444444444446,7,5.5,7.957430555555556,1.4468055555555557,0.875
9003687,Gamma,103.51861111111111,69,120,68,FALSE,FALSE,3,0.43984953703703705,42,12,103.51861111111111,0,3.5,8.626550925925926,2.464728835978836,0
9003691,Beta,49.71611111111111,64,120,21,FALSE,FALSE,7,0.6116362847222222,59,9,49.71611111111111,5,6.555555555555555,5.5240123456790124,0.8426459510357815,0.5555555555555556
9003693,Delta,73.87833333333333,74,140,24,FALSE,FALSE,8,0.893068783068783,42,8,73.87833333333333,0,5.25,9.234791666666666,1.7590079365079363,0
9003704,Alpha,56.11694444444444,73,149.9988888888889,7,FALSE,FALSE,4,0.51271579076896,85,11,56.11694444444444,69,7.727272727272728,5.101540404040404,0.6601993464052287,6.2727272727272725
9003709,Delta,8.124722222222223,145,147.99583333333334,11,FALSE,FALSE,12,0.009413881218412834,6,5,8.124722222222223,0,1.2,1.6249444444444443,1.3541203703703704,0
9003727,Alpha,0.5611111111111111,133,135.00055555555556,3,FALSE,FALSE,13,0.015033040580213765,9,5,0.5611111111111111,4,1.8,0.11222222222222222,0.06234567901234568,0.8
9003732,Alpha,68.67666666666666,61,131.99583333333334,47,FALSE,FALSE,3,0.4266120910713078,150,17,68.67694444444444,123,8.823529411764707,4.039820261437908,0.4578462962962963,7.235294117647059
9003733,Beta,60.99611111111111,92,112,53,FALSE,FALSE,7,0.2905257936507937,33,11,60.99611111111111,6,3,5.5451010101010105,1.8483670033670032,0.5454545454545454
9003735,Beta,61.77111111111111,35,120,27,FALSE,FALSE,2,0.4974065170940171,81,13,61.77111111111111,8,6.230769230769231,4.751623931623931,0.7626063100137174,0.6153846153846154
9003738,Beta,104.93583333333333,29,112,44,FALSE,FALSE,3,0.8162089646464646,82,15,104.93583333333332,64,5.466666666666667,6.995722222222223,1.2797052845528456,4.266666666666667
9003743,Alpha,89.96694444444445,22,119.99583333333334,31,FALSE,FALSE,1,0.6543927616534304,85,15,89.96694444444445,11,5.666666666666667,5.997796296296297,1.0584346405228755,0.7333333333333333
9003746,Gamma,128.27416666666667,52,120,82,FALSE,FALSE,6,0.9106674382716049,50,15,128.27416666666667,0,3.3333333333333335,8.55161111111111,2.5654833333333333,0
9003750,Gamma,119.16027777777778,22,119.99583333333334,54,FALSE,FALSE,2,0.8347458645732891,105,17,119.1613888888889,87,6.176470588235294,7.009493464052288,1.1348703703703704,5.117647058823529
9003751,Beta,69.20444444444445,41,112,22,FALSE,FALSE,5,0.8268865740740741,85,9,69.20444444444445,5,9.444444444444445,7.689382716049384,0.8141699346405229,0.5555555555555556
9003757,Delta,20.72972222222222,113,152,2,FALSE,FALSE,5,0.20614930555555555,27,10,20.72972222222222,9,2.7,2.072972222222222,0.7677674897119342,0.9
9003759,Delta,36.526666666666664,116,163.99694444444444,7,FALSE,FALSE,9,0.44744194117520697,34,10,36.526666666666664,5,3.4,3.6526666666666663,1.074313725490196,0.5
9003770,Gamma,117.51583333333333,14,135.9963888888889,32,FALSE,FALSE,1,0.7719316590203847,198,18,117.51583333333332,9,11,6.528657407407407,0.5935143097643097,0.5
9003780,Gamma,95.27388888888889,37,119.99583333333334,46,FALSE,FALSE,3,0.731828072734007,99,17,95.27388888888888,11,5.823529411764706,5.604346405228759,0.9623625140291808,0.6470588235294118
9003792,Epsilon,116.48416666666667,19,131.9975,27,FALSE,FALSE,2,0.9218834284807362,58,18,116.48416666666668,0,3.2222222222222223,6.471342592592593,2.0083477011494253,0
9003797,Epsilon,111.37833333333333,30,120,42,FALSE,FALSE,2,0.8526976495726496,41,14,111.37833333333332,0,2.9285714285714284,7.955595238095237,2.7165447154471547,0
9003799,Beta,64.21194444444444,50,112,49,FALSE,FALSE,0,0.2941840277777778,107,14,64.21194444444444,9,7.642857142857143,4.58656746031746,0.6001116303219107,0.6428571428571429
9003800,Delta,17.828055555555554,122,152,5,FALSE,FALSE,7,0.18548466435185185,22,8,17.828055555555554,7,2.75,2.2285069444444443,0.8103661616161616,0.875
9003810,Alpha,103.35444444444444,17,120,34,FALSE,FALSE,2,0.8467548076923077,152,13,103.35444444444444,11,11.692307692307692,7.95034188034188,0.6799634502923977,0.8461538461538461
9003811,Alpha,66.64527777777778,65,139.99583333333334,24,FALSE,FALSE,5,0.6628295227002997,84,16,66.64555555555556,61,5.25,4.1653472222222225,0.7933994708994709,3.8125
9003815,Epsilon,153.42027777777778,7,120,67,FALSE,FALSE,0,0.9047708333333333,80,15,153.42055555555555,11,5.333333333333333,10.228037037037035,1.9177569444444444,0.7333333333333333
9003816,Epsilon,133.675,16,119.99583333333334,57,FALSE,FALSE,2,0.9762465042856723,162,18,133.675,8,9,7.42638888888889,0.8251543209876543,0.4444444444444444
9003817,Epsilon,138.77083333333334,7,107.9975,63,FALSE,FALSE,0,0.8836752908374936,95,16,138.77083333333334,9,5.9375,8.673177083333334,1.4607456140350876,0.5625
9003819,Alpha,115.80333333333333,19,149.99944444444444,33,FALSE,FALSE,0,0.7300563357879422,176,15,115.80333333333331,10,11.733333333333333,7.720222222222222,0.6579734848484848,0.6666666666666666
9003821,Beta,100.65138888888889,32,112,39,FALSE,FALSE,4,0.93576041666666665,57,12,100.65138888888887,8,4.75,8.38761574074074,1.7658138401559451,0.6666666666666666
